comment,emo
"老款2.5 接近过210 还发过帖子: http:club.autohome.com.cnbbsthread-c-285-63652515-1.html 我觉得作为一款家用SUV,极速多高意义并不大,在常用速度区间动力充足就可以了.",中性
"这种速度也就郊区,高速不得笑死    ",中性
"我家岳父大人的2.5烧机油严重,问题是这车是我推荐的,我岳父每次加机油,心里一定在骂我.",负向
"“简介”上说了,氢氧除炭机除炭时发动机产生-高温,将积碳烧掉,如此苛刻的环境担心本来就有烧机油的潜在风险,这样一搞不烧也烧了.   ",中性
这个题目就不对.可能你也理解错了这个不是刹车助力.这个对刹车效能没有帮助的,中性
"每次上高速油耗一般都在7多一点,定速100时油耗要比定速120要低,有时低到无法想象5点多,但跑市区一般要十以上.16款2.5排量.车子启动后马上开空调油耗高,开动后再开油耗就低",中性
"我16款,目前二万公里,没发现有烧机油情况",中性
"个人以为安全第一,没必要太高的极速.但是0到140之间的加速性能表现还是很重要,有时候加速性能也是一种安全表现.本人在高速向来都是120码定速巡航,偶尔为远离大客大货及个别不良驾驶习惯者也经常加速到140左右与之远离.毕竟超速百分之二十以上既不安全也严重违章.    ",中性
"我有一台老x1,2.0进口的,操控动力都挺不错的,新x1就算了,减配挺严重的,4s店都这么说.",正向
"我有一台老x1,2.0进口的,操控动力都挺不错的,新x1就算了,减配挺严重的,4s店都这么说.",负向
"不知道你车辆的导航是原厂大屏导航还是后来加装的大屏导航.原厂的话去4S店找他们保修,加装的话,找加装的店修理.",中性
"玻璃异响这个应该不关保养的事吧,这个问题最好是到4S那里去解决,不然异响越来越严重.",负向
"不是这个理解.原厂嗽叭是简单电容分频两分频音响系统,下面的是中低音嗽叭,仪表盘上的是高音嗽叭.因为这个高音嗽叭口径稍大一点,所以分频点取得稍低一点.不是说中音与高音合在一起,也就是说没有什么中高音同轴之说.    ",中性
"森林人的出厂轮胎抓地力并不好,这的确是个问题.但是制动力矩并不小,我赛道上跑过几次,所以可以对这句话负责.而且刹车点头情况也并不严重,但是和crv比应该差一点,因为没有cvr那么公路.当然,换一套盘和皮以后会更好一些.随便一脚就能踩出防抱死的话,怎么也不能称之为刹车力矩不足吧.千万不要把长行程误解成刹车软.    ",中性
"我也是一样的,这车异响太多了",负向
"还好现在异响都是底盘上方,如果是底盘下方就不爽了.",负向
"现在大家有了孩子都买SUV车型,确实,后备箱,空间很大,利于平时家庭使用.",正向
"噪音方面我感觉还行,比我以前的轩逸不大,内饰味道很小,进口车品质还是不错的",中性
"噪音方面我感觉还行,比我以前的轩逸不大,内饰味道很小,进口车品质还是不错的",正向
"2.0动力就够用,别上2.5,性价比太低了,乞丐版性价比最高,自己换个氙气大灯,完美!",正向
"你好,这个价格还是不错的,公里数也是正常,买回来以后注意汽车的保养就可以了,一般都是更换全车油水,检查一下车况!然后按正常使用就可以了",中性
"唯一的不满,上到海拔3000米的时候,动力衰减比较多,国道超车要地板油.如果可以的话,换成XT就完美了.   ",中性
"搞活动订的,优惠13000,送两年保养    ",中性
"你定的啥版本啊,有优惠吗?   ",中性
"CRV?   新CRV配置高哦!楼主可以选择,我只关注了两天,剎不住啊剎不住,新车出来刹车有问题就不看了.其实楼主还可以选择CX-5和荣放RAV4,奇峻",负向
"谈价格,是要有点技巧的,可以,提前,做点功课,销售员,每天见得人多了,各种各样的人,所以,他们很会套路.",中性
"怎么都说斯巴鲁不好看了,我怎么看着不错啊",中性
"对车上的音响有那么高的要求码?即使花5000来升级,虽然有效果,但是,我感觉意义不大,在车上享受音响效果的话,10000以上只是大概还行,要好好的做隔音处理,再说了把车做隔音,拆的大卸八块,有点心痛.再说了,这个车的音响日常使用应该够用了.",中性
"那些纠结内饰啦,空调出风口的我还能理解.一个你开车时候根本看不到也感觉不到的排气管,这么在意,真是匪夷所思.",中性
"退出导航,你的意思是这功能不好用了还是没找到在哪?    ",中性
"庞大再不降价八万,斯巴鲁在国内连一万量也卖不出去了    ",中性
"你们都太实诚了,应该高速楼主这是氮气加速按钮……",中性
"动力不错,但左后臂渗油,以12.88.出手.不知是否吃机油",正向
"我没有原车导航,你问错人了吧?我一直都是用CD鸡    ",中性
"目前一般就是用手机导航.车载导航是次要,最多是辅助功能,主要是将来坏了的话,没有倒车影像了.   ",中性
"哈哈,看看轻自动车的轴距,再看看小卡车的轴距.再来说话.    ",中性
"我是2.0,9295都加过,好感觉油耗上有区别,反而感觉2.5省油,2.0小马拉大车     ",中性
"原车自带的啊,以前买的非导航版.我在苏州交换有点远   ",中性
"你这个916WS导航买的不便宜吧!现在的9016S便宜得多,打算多少出?   ",中性
"斯巴鲁玩混动,用丰田技术?没技术优势,没价格优势.    ",中性
"壳牌0W20,效果和价格都很好.    ",中性
"用了手机高德地图,你就不想用导航了",中性
"是有些费油,最近全国的燃油都比较有水分.同样的路同样的加油站,几乎相同的路况,油耗现在增加好多了",中性
"动力好,好操.注意吃机器问题,后臂渗油也要注意    ",正向
同款 每次窗户开着只要颠簸 就会有共振的响声 左右两边都是这样,负向
"贵州贵阳优惠1万,落地价264800元.",中性
"怪不得,车整的体质量感觉还没有我原来的锋范好,不是这里响就是哪里响",负向
"老奇骏我好喜欢的,方方正正,空间个人认为很大,不喜欢suv圆不留丢的,但是停产了,遇到了小森,怎么比喻呢小森好比李小龙,其它车型好比老外拳击手,臃肿不利落  个人见解",正向
"是的,经典的二代无框森林人!如果是二代森你这个价格还是很合理的!   ",中性
"先买一个1万左右的二手车,捷达,伊兰特,练练手,再买吧,到时候玩意还想买森林人都有新一代上市了,说不定就是六速手自一体的了,还降价啦.否则买什么都可惜了",中性
2年前江苏盐城4S店就是优惠现金2万以上啊?为什么不可能?   ,中性
斯巴鲁报这么多问题出来 一下用劣质材料 一下用劣质质检员 才买一年可以退货不,负向
"2.0的没用,动力太小,都贷款了,不上2.5的!",中性
"斯巴鲁2014款之后就不是高田气囊 .   丰田刹不住是脚垫卡住  .   你三菱爸爸刹车失灵是真的坏了却还嘴硬  .   我不愿意被日本人干死但是也不愿意被无良国产干死,感觉你好像很愿意被干死?  .   而且你爸爸三菱不是日本鬼子?你好好笑哦~你个马甲连灵魂都没有只能卖智商价格还低一吨几毛钱    ",中性
"肯定包括的,空调滤芯和空气滤芯可以自己换能省个300块    ",中性
"我之前看到一些车友,在买导航版的时候直接叫4s把换下来的cd带走",中性
"不贵,斯巴鲁优惠本来就不是很大的.",中性
"呵呵,我也就发发牢骚感觉问题出在省油上面,斯巴鲁推荐0W20最稀的机油,这样发动机的阻力最小,但又因为太稀,所以在高速工况下,机油会进入燃烧室.由此推测,如果更换了30粘度的机油,会避免烧机油的情况,但油耗会增加.   ",中性
"是不是气门响,我这个驾驶室听不到,但是开门能听到",负向
"兄弟,我和你一样机油,8万公里不到开始烧了,2800KM大约0.6L机油,",负向
"2015款 2.0特装版车主,这车就不是让你在动力方面会很爽的车,有点后悔没买奥迪A4,但市区开够用,很实用的空间,过年回家俨然当面包开",中性
"2015款 2.0特装版车主,这车就不是让你在动力方面会很爽的车,有点后悔没买奥迪A4,但市区开够用,很实用的空间,过年回家俨然当面包开",正向
"森林人太软,而且刹车泵是装在防火墙上的,加装个刹车顶效果好一些.",中性
觉得这个蓝比石英珠光蓝好看多了,中性
"我还是挺喜欢12款的外观,有点像放小版的GLK,座椅还有灰色顶面和那些塑料感真的想换掉.2.5的排量加自然吸气真的是爽,除了内饰各方面都喜欢    ",正向
"我还是挺喜欢12款的外观,有点像放小版的GLK,座椅还有灰色顶面和那些塑料感真的想换掉.2.5的排量加自然吸气真的是爽,除了内饰各方面都喜欢    ",负向
"那么稠,油耗和发动机声音都大吧    ",负向
"感觉还行吧,23万公里了,间隙大了,还有点烧机油,所以我才让机油稠一点,    ",负向
"平均时速40啊,7.7个油正常,要是我能到38时速,估计油耗6个多    ",中性
森林人高速行驶噪音大.可以考虑奇峻.,负向
"说实话森林人确实好开!但是漆面外饰件装配,內饰装配这些细节如果能更好一点就完美了,毕竟30万级别的车了.    ",中性
怠速抖动有一点 噪音不算大 crv隔音也没好到哪去 crv和森设计上是同一等级的车 但是合资和全进口全看你个人看法了 进口车高关税 合资车质量打折扣 这种只能自己衡量了,负向
"这个可能只是一厢情愿的美好愿望而已吧,你没看到国内各种外观仿的车卖得多好?在之家这个论坛里面为数不少的rhy受雇于各汽车商公关团队忙于各种黑,人家专注的不是内在     ",中性
"我感觉森林人只有四驱,驾驶视野和操控比crv好,其他的基本是crv更好一些.如果不是特别看中上述因素,考虑实用还是crv好些.",中性
"这个价格贵吗?相对合资车比较,应该差不差不多吧.不能喝BBA比.   ",中性
"我当年也纠结过这个问题,论坛的老司机们跟我说买森林人的不会买CRV,反过来也一样.两个车我都去看了,森林人驾驶视野宽阔,操控好,原因就不说了,不知道的没必要考虑斯巴鲁了,内饰差点意思.CRV刚好相反.综上,我上周提了18款森林人,手打这么多字,不客气.",正向
"我当年也纠结过这个问题,论坛的老司机们跟我说买森林人的不会买CRV,反过来也一样.两个车我都去看了,森林人驾驶视野宽阔,操控好,原因就不说了,不知道的没必要考虑斯巴鲁了,内饰差点意思.CRV刚好相反.综上,我上周提了18款森林人,手打这么多字,不客气.",负向
vv7 确实很有诚意!小区有人买了 感受了下 隔音 舒适真不错,正向
"我的也是12款2.0自豪,才跑了四万多公里,一胎扎了钉子频频慢撒气,一胎侧壁被破山石划伤,但未伤到筋,为安全起见,上月去朋友的轮胎店,按朋友推荐换了两条耐特通轮胎,21565R16,98V,每条优惠价750,放前面,感觉比原车普利司通胎稍硬些,还行.",中性
"你说的硬币声是不是加速时才有,像有东西在排气管",中性
"换70以上的,只要是正规厂家品牌的就行,换了新的电瓶油耗会降低.",中性
好像降到一个转速点就不响了 不需要到降到1500转好像 温度高 冷车启动高转速时间就没那么长 所以蜂鸣声就遇到短    ,中性
除了座椅侧面开裂外 一切都正常 开着很好,负向
"这个还要结合,你的两次平均速度再分析",中性
"每种轮胎各有千秋吧,看你注重什么方面.像固特异静音舒适,耐用,干湿地,操控性能都是蛮不错的.",中性
"看得出换新轮胎好车很稳还是叫的很响亮,值得我们入手.",中性
"建议用原厂出光0W20,原厂不一定是最好,但一定是最适合的.买机油可以找我",中性
这颜色和银色都比较好看,正向
"只要空间要求没那么大,那肯定xv",中性
"我个人觉得不是空间问题.只是更喜欢森林人外观.xv不太喜欢.但是价钱上面很是喜欢……我对空间没什么要求,平时也就一个人开开,驾驶员位置肯定没什么问题的,任何一辆车    ",中性
"我个人觉得不是空间问题.只是更喜欢森林人外观.xv不太喜欢.但是价钱上面很是喜欢……我对空间没什么要求,平时也就一个人开开,驾驶员位置肯定没什么问题的,任何一辆车    ",正向
"都不用纠结啥的,森林人进口,四驱通过性更好点,CRV纯粹家用,做工也不错,都适合家用,买自己喜欢的,都不会后悔的,切不可听别人的主张,都是自己驾驶乘坐",中性
"现在是基本确定suv了.要出去野,轿车底盘太低野不起来    ",中性
"解释的不错,童年车,比你多开一万.我的加速硬币声只有在上坡且速度较慢时才有.机油灯6万只亮过一次,是因为高温天,其它问题都没有.总体还是一部好车.就盼着下雪哈哈    ",中性
"没有关系,09款的车,夏天用92,现在用95,二者动力有别.",中性
你现在地盘跑起来怎么样?有发散感觉吗?车内异响多吗?    ,中性
机油是0w20还是其他?    ,中性
"没有钥匙芯片车子无法发动,防盗锁会锁死方向盘,除非用吊车.并且这种全进口车发动机锁比较难破,盗窃收益和成本不成正比.",中性
"早点换,原厂刹车皮啃盘的.建议顶级品牌的迪克塞尔,最好是盘和皮一起换匹配度高.我也是3万左右换的,现在8万多了保养的时候说皮还很厚盘也很健康.",中性
"在价格相差不大的情况下,能选新款的选新款,毕竟很多小功能方面的提升,还有18款的国4,16款的是国3(国4),看到时候车管所承认哪个标准",中性
"个人经验来讲,建议空调格一年更换一次,在每一年的夏天到来之前就更换",中性
"换空调格方便的,淘个空调滤.5分钟搞定,工具都不要....",中性
"机油5千公里换,节气门2万公里清先一次加电脑学习.刹车油,齿轮油3万公里换.",中性
"10款 2.5 自吸 B油耗 10.0升,一箱油跑570km左右",中性
"其实原厂胎真的不错,排水性一流,还省油,现在用倍耐力P7,胎噪大,油耗大,只是因为是防爆胎,有点不爽.   ",中性
10年307 1.6手排车主表示2.0够了 正准备下手老款 因为优惠大,中性
"不要烦了,2.0的够用,要动力感觉好的话当然2.5的啦",中性
"16款2.0自豪,9000公里,平均时速29,平均油耗6.8",中性
"你是那边区县的 哥们,你走汽博提的哇?价格咋样?   ",中性
"直接去4S店,让师傅涂点润滑油就好了,如果还是有异响,就让他们给你换一个.我之前就是这样的情况,涂点润滑油就好了.",负向
"市内开没任何问题,上高速,八十以后加速慢点,深踩点油门呗,没感觉和2.5的差多少",中性
"因为混动是趋势,省油环保.    ",正向
"欧蓝德就是一个普通的SUV,没有什么特有的技术,开起来一般般,科雷傲实际上也是用的三菱的技术,和三菱劲炫同一个平台,你说买哪一个呢?森林人在这三台车里面比较,当然是最强的,水平对置发动机,全时四驱,没有谁了.",中性
"2.0和2.5和钱没有关系,当初试驾2.5到付钱的时候选择2.0,都是自吸,想选择动力好加T就可以了,13年开到现在,在路上没有感觉动力差,高速只能跑120.只要不考虑油耗,不怕违章,动力也是很强劲.",中性
优惠了5000 上牌1500 贷款1000   ,中性
买雷诺 新产品 样子好看还便宜,正向
哪里的18款优惠5千?,中性
看来说省油 是个神话吧,中性
"只要差不多快要到红灯时,提前切换到N挡就行了,短时间直接D加刹车就行了.",中性
"今天4S去过了,他们是200L装出光0W-20的机油,感觉比我买的要好,我该肿么办,换哪个?",中性
"开始加95,后来加92,感觉还省油了.跑高速在2000转到3000转没有特别大差异,再高没仔细感觉过",中性
"这两车太小了,有时候要拉一些材料    ",负向
反正机油消耗写在说明书里面 纠结就不要买了,中性
"粘度高,会不会油耗变高?等你换后感受.我还有两个月才换    ",中性
实际上这种情况保养可以按照发动机运行200小时的间隔来进行保养.,中性
"我缓停就没有异响,估计是盘子和片子之间间隙问题    ",中性
"烧机油可能和平时不关心有很大关系.但是网上查查美国市场烧机油现象也蛮多的.我朋友16款2.5尊贵还没出现这个问题.水平对置可能确实比较烧机油,大众的不是也烧么……我觉得很正常.看了那么些论坛,2.5排量的6万公里之后烧机油问题相对多些,2.0的好像真的很少",中性
"要舒适又要静音,那没办法了,途虎诺记659一只,谁用谁知道",中性
"挺懂车的,我的车(森林人．丐版)二年多了,没发现啥小毛病,就是有点异响.   ",中性
"异响,车开久了总会有,这不是毛病,哈    ",中性
"用全合成机油,没有必要5000公里换机油,7-8000公里没问题.",中性
"发动机这么热正常会消耗一点的,不低于下刻线就没有问题的,保养的时候会补加的,如满意请采纳",中性
"呃……我好久研究一下 ,之前也感觉是缺油,但刹车片和盘子不可能涩     ",中性
朋友.你的2.0开起来怎么样动力. 够吗. 准备入手,中性
"老款EJ发动机,应该还是比较成熟,只要正规油站加油,定期保养,除易损件外,很少有故障,也不烧机油.",中性
"别纠结,我们无锡这儿首保就是0w-20的机油,我还想贴钱换5w-30呢!个人认为0-20太稀了!    ",中性
"刚定2.0豪华版,优惠2.1,2888送精品套餐",中性
到4s店每次就是开单5升隔夜冷车会超上限很多.不理会.经常跑高速或25公里爬坡山路现在4000多公里机油报警打会亮油尺到下孔下如是加5.5升差不多刚好保养换油.(55000公里后开始机油灯开始报警看以前有发过照片.本人开车温柔不超3000转)4s要求要加5.5升不要采呐座标泉州明天出保,中性
"一定有个大的提升吧,据说新款XV提升就很大.我希望的是舒适性与噪音控制上有个大幅度的提升!",中性
"先把冷却液添加正常,然后看能不能着车,其次就是冷却液少了之后车是自己灭的还是你灭的呢?如果打不着车的话有可能是发动机内部磨损",中性
"实在贵的话就换个发动机,拆车件就可以,一万左右",中性
觉着不错!森林人是我的第四辆车!除了内饰看着一般外其他都不错!我也是试驾了所有同类别车后决定的!要操控…你懂的!    ,中性
觉着不错!森林人是我的第四辆车!除了内饰看着一般外其他都不错!我也是试驾了所有同类别车后决定的!要操控…你懂的!    ,正向
"我在无锡天天送小孩上学后自己上班,每天大概50公里上下班纯市区拥堵,8.5-9升百公里油耗,尚在磨合期中…希望对你有用               ",中性
"成都,优惠是我16款的,18款的优惠我不晓得有好多    ",中性
太仔细了… 斯巴鲁 就是美系做工!和三菱一装配水平 还不如铃木,中性
"我是一直用这种,去过西藏,到过青海,暂时没烧过机油    ",中性
"你在4S店买保险他们能拿30左右的返点,比如一万 他们提三千,肯定是希望你在4S店买啊,你要谈价钱说不在店里上保险 优惠就会打折,如果要是谈完了,你不在店里买,那他们就觉得优惠给你多了,他们没利润",中性
"哈哈哈,目前我只发现刹车异响    ",负向
"想不明白你这种问题,钱宽裕的话肯定2.5啊,难道买2.5都傻子?我是2.5低配,我认为区别就在于,第一,满载下影响动力小,第二,油耗高一点,也就一个油.这点应该不难选择",中性
"18款的已经没法从外观来区分了,16款的可以从大灯和大灯清洗来区分.",中性
"外观不知道,但铭牌上有排量",中性
"烧机油的话还是卖了比较好,烧的也太早了.我三年9万多数高速7000一保养.只能说RP好……    ",中性
"加了N年9392,个人感觉,油耗,动力完全没变化.估计95是要高转下才会有不同吧,问题是跑120的时候也就是2000多转.",中性
"是的,我AT胎一直是2.12.2,也很舒适的.   ",中性
"座椅上面头枕附近有个开关,掰一下就可以了,后备箱也有个开关",中性
"原厂机油格4S也就51元,在外面折腾买有意思吗?",中性
"网上的一些口碑好的,专营一种机油的,靠谱一点.自己买配件,到修理店去保养确实便宜多了.修理店的工时费也很便宜",中性
"客观的说,能增加低扭,进藏,或者经常爬山有用,但是对应这个价格,还是缺少性价比.毕竟这东西不便宜.   ",中性
"既然如此,还是买2.0T途观更合适吧.2.5的动力也一般.",中性
"海拔3500以上有影响,加速缓慢,特别是上坡时,转速上升,动力则跟不上,明显动力不足了!平原则没问题.",中性
"操控的话是森好些还是翼虎好些?斯巴鲁太少了,翼虎经常开都说森操控好 我想知道多大区别呀    ",中性
"总之除了森林人,其他车都比森林人舒适    ",中性
"我想知道,16款和18款的2.5森林人发动机有什么区别吗?为什么楼主要专门区别16款和18款来问",中性
"不是电流声,是空调风机扇叶转动的声音-",中性
t的没发现烧机油厉害的.    ,中性
"中控导航是建伍的话帮我订一个吧,你拆出来看,发现是国产机,并不是建伍.",中性
"插钥匙的,不踩刹车(踩也可以)也可以启动.无钥匙进入(一键启动)按一下只能通电,踩刹车才可以启动",中性
"我的前几天开空调的时候也出现类似风扇的咔咔声,以前没有的.这阵子太忙,有空去4S找他们看看怎么回事",中性
"美华,据说别的地方还有优惠2万加的    ",中性
"机油是0W-20的,5升的   ",中性
"9月去云南自驾游,连续长时间高速,机油有稍许消耗",中性
"这个价格的紧凑型SUV舒适性都差不多,森林人硬归硬,我也没觉得比CRV不舒服.当然,跟中型SUV比肯定还有点差距,我家还有个新汉兰达,乘坐舒适性相比就确实是两个档次了.",中性
CRV的舒适性要好一些,正向
"提到铃木,真的是,越野那么好,而且还更省油,但就是不多见,我也不喜欢(为什么,没道理,有点不合罗辑),或许长安那厮有问题!    ",中性
"应该任何档位都可以熄火,有次休息站尿急D档刹车直接熄火尿尿去了,回来的时候发现点火点不了,推到P档才让你点火    ",中性
"右前侧影像,可以替代前雷达了,要是有左前影像更好.",中性
"不过,我们的路况是在太差,在平整的柏油路一点异响也没有,可是在全部路况中占比实在太少    ",中性
"13款,2.5豪华导航.13年的,16年换的中缸.15万最低.",中性
"对后排空间要求不高一定是新款XV,新平台不一样",中性
"无所谓,反正每次换机油五升油最后还会剩0.3升左右,",中性
"外循环状态,风机,压缩机都不开,速度起来后,靠外界气流把热风推进来,这个油耗没有.太热了,就开内循环,隔断气流.",中性
怎么发了一张本田的发动机呢.楼主,中性
"2.0T卖的少是因为那个价格可以买更高一个级别的车了.30多万选择太多了,一般不会选斯巴鲁了.",中性
"高尔夫车主一般都是换途观或者Q5吧,难得有考虑森林人的.既然喜欢就买吧.森林人的问题主要是发动机盖,据说问题不大.",中性
"刚放完刹车片有异响很正常,一定不要紧急制动,一般1000km之后就会自动消失.",中性
"如果只是冷车时异响,热车之后消失,不用担心,很正常.   ",中性
"正常,热胀冷缩导致刹车片与刹车盘之间的纹路会不贴合.   ",中性
"造假的钢主要用在发动机盖,昨天4S店也这么说,不知道真假.   ",中性
刹车顶那里的保险盒还是?能拍张照片吗谢谢.我还是没有找到问题所在    ,中性
"我去,当然的,动力输出切断了",中性
"估计你的车是15年生产,16年买到手的,16年以后生产的FB20.FB25都装了机油冷却系统和高张力的活塞环还有多项优化.机油消耗很小的,优化后高速不会有太多消耗.再有必须用高端的0W-20的机油才靠谱,好多低端的0W-20的机油抗高温抗挥发性抗氧化程度都不行和厂家的要求有距离.",中性
"我青岛的,在合肥提的车,优惠2万零500",中性
左右也改了?是单纯的转向闪还是可以雷达监视左右后侧的盲区车辆?    ,中性
11年2.0的一般都卖不上10万了吧. 对于这款车来说 除了找个懂的师傅看是否泡过水出过大事故等等之外 另外主要关注一下发动机是否有大修史 机油消耗水平是否正常,中性
"14款森林人2.5,出光和烯润的都用过.从声音角度出发,烯润的要比出光的小一些,油耗二者没有区别.",中性
哥们 是哪儿的 可否透露一下优惠价格 怎么谈,中性
"安卓可以,不过你可以把车机导航刷成凯立德,很好用",中性
左边空调出口下面:SRH OFF.   ,中性
"4S店和我说金美孚机油太厚不适合日本车, 我开了2.5W公里一直用的安索机油.",中性
"18款应该增加了鹰眼系统和侧方摄像头, 本人买的16款2.5顶配, 上海市区油耗可以开到7.9,说实话缺点是这个中控机头实在不敢恭维,一直想换掉.",中性
第一个灰桶最好 新日石引能仕换标 安索嘛 加签名版才有点效果 总体不错 但是性价比一般 第三个白桶 是庞大系4s的出光机油 总体也还行 但是货源比较混乱,中性
FB烧机油概率很大 尤其11 12的车    ,负向
"只要车戴蓝牙和手机连接上了,手机里的导航就可以通过车里的音响播放了,但是没有图像.",中性
"100多应该是后氧,前氧300左右,对准型号买电装什么都可以,我换了,减油耗有效果,但是不确定是不是真电装",中性
"比较中肯.时速70-80之间,是最省油的,大约能跑到5个油.按照油箱60升算,极限值为1200公里.   ",中性
"小森没买过,别的车买过,而且不是那种100-200的,还挺贵的,但是效果真心没那么好,我觉得没那个必要,就是觉得灯光不够用,要买改灯,要么淘宝换个国产的大灯总成,效果都比这种好的多,这个东西价格不便宜,效果还不好!,都忽悠人的!而且这个东西外面看的确很亮,但是实际从车内看效果就呵呵呵了",中性
"没,U盘,蓝牙可以用,倒车影像,方向盘控制不行    ",中性
"直接手机导航,又方便又快捷.",中性
坐5个人开空调肯定肉.,中性
人家买大众奥迪宝马保时捷的人可没这个顾虑 我老妹的烧机油途观她依然爱不释手啊.    ,中性
"大哥吉林哪里优惠这么多,我也是吉林的.    ",中性
"接线很容易,有原车插口,只是倒车影像哪里需要破点线,也不难.就是安装机头调位置有点难度,我试了很多次才行.要有耐心.    ",中性
SUV后排舒适性肯定没轿车商务车好,中性
"商务车四驱不行,走烂路底盘不行,油耗比SUV只高不低.还有我实在不感冒MPV   ",中性
"想后排舒适就顶配奇骏吧,我就2.0后程超车费劲,那些说2.0也能跑180的滚粗,我也跑过180,我说的是超车,你开qq慢慢踩也能到",中性
"我有过02年的老奥迪a6 2.4排量 v6发动机 高速6.5 森林人高速平均9个油 市区12以上 负责人的说,四驱suv肯定比两驱轿车费油. 而且我觉得全时四驱比分时四驱也费油,所以森林人油耗略高,我接受,喜欢.    ",中性
"2.5价格高,我开车不急,2.0长途怎么样?   ",中性
"我的2.5车,2014年11月29日买的,马上三年了,开了7.8万公里,一直是020机油,7000左右一小保养.",中性
"库存一年的车也敢买,这是多大的勇气,还是给了多动心的优惠.",中性
"导航是不是死机了?如果是死机的话,找一个牙签儿倒一下复位键试一下,机器会重启的.",中性
"的确如此.那时候的森林人,简单粗暴,操控不错,就是舒适性相对现在的而言,的确有些无法形容……    ",正向
"的确如此.那时候的森林人,简单粗暴,操控不错,就是舒适性相对现在的而言,的确有些无法形容……    ",负向
"你看看机油滤芯下面有没有机油冷却系统,再有机油选择很重要,2.5的本身是2.0的扩缸版,工作温度要比2.0的高,对机油的要求很高.   ",中性
"黑龙江大庆也没有优惠23.98,哈尔滨车展能给点小赠品",中性
"听4s的人说,冬季发动机喷油量会增加,油耗会上升,是这样么?    ",中性
"千万不要相信所谓的后加的,什么4S店专供合作商保修什么的都是扯淡,今天在四儿子还发了火,他们说加装的没问题,我说那就是你们斯巴鲁车发动机有问题了,你给我个解释,是哪个坏了导致的问题.他们才态度很乖的给我拆了.    ",中性
"看来用5-30的还是不少哈!我的车6万公里了,从4万多开始用5-30的机油,除了油耗高了一些没见其它毛病.还是坚持用5-30吧",负向
"我也有这种感觉,不及拉力蓝深,但比以前的石英珠光蓝要好看一些    ",中性
"那家店,我问了好几家都没优惠.    ",中性
"15款以后斯巴鲁改良了活塞环,以前为活塞环张力下降,就目前来看还没有再反映机油消耗大的",中性
"不烧机油对于森林人来讲不完全是好事,因为提高活塞环的外撑张力会导致水平对置的中缸,活塞环冷启动时偏磨",中性
"漂亮的蓝色,感觉比4S店看到的蓝色实车颜色深一些,这个更好看",正向
"新款配置高,老款优惠大,看你喜欢配置还是价格",中性
丰台那个和北七家都答应优惠一万 都首付五十 贷款两年免息 多磨磨 丰台加四千多免费终身机油    ,中性
"中控倒没有异响,主要是后备箱异响多",负向
"家里有进口老指2.4和森林人2.5的表示这两款各有味道.而国产新指在4s看过就是自由侠plus的感觉,2.5th或许会好一些,但是新指的公路操控和内部空间绝对会不如森林人",负向
"q5只坐过没开过,但比较下来Q5除了牌子响亮,好多还真比不上森林人.空间比森林人小,后排中间拱起那么高,根本没法坐人.避震也不如森林人,路感太强烈.操控性不敢说,因为没开过.    ",负向
"q5只坐过没开过,但比较下来Q5除了牌子响亮,好多还真比不上森林人.空间比森林人小,后排中间拱起那么高,根本没法坐人.避震也不如森林人,路感太强烈.操控性不敢说,因为没开过.    ",中性
"汉兰达最大卖点就是空间,但他就是长得像SUV的MPV,负责人的说他能去的地方GL8也能去,GL8不能去的地方即便是四驱的最好也别去,去了就是给自己和别人找麻烦,另外汉兰达开起来也像是一辆MPV,软软的悬挂,过弯时侧倾也比较明显,还是舒适为主,现款是双喷射的发动机,保养维护也比进气歧管喷射的要贵,最不能认的就是加价!",正向
"crv全世界销量都很好,满足了,空间大,故障率低,维护成本低,最新一代四驱系统有加强,(但雨雪,湿滑路面一样不行).国外的车辆主要贵在维修,保养(人工费很高).    ",正向
"crv后备箱应该大一点,后排空间差距大吗    ",正向
"有V6情节就要尽早下手,以后会越来越少；汉兰达不光是空间大,这车对小空间的利用真的绝了；我住老小区,需要抢车位,曾经见过有个空车位汉兰达听不进去,CRV进去了；媳妇停车技术可以练.   ",正向
"群里朋友自己回来换导航,换音响,微视车说起欧蓝德和森林人比,欧兰德回去也不用换这换那吧,现在竞争这么激烈,身为进口车,性能可以,也反映烧机油,内饰都说十多万的内饰,有一些配置就20万左右都是标配,在森林人身上就难有,呵呵你继续捧,还有朋友你瞧不起什么长安,你不一定应该说是一定,没有长安老板有钱.    ",负向
"群里朋友自己回来换导航,换音响,微视车说起欧蓝德和森林人比,欧兰德回去也不用换这换那吧,现在竞争这么激烈,身为进口车,性能可以,也反映烧机油,内饰都说十多万的内饰,有一些配置就21万左右都是标配,在森林人身上就难有,呵呵你继续捧,还有朋友你瞧不起什么长安,你不一定应该说是一定,没有长安老板有钱.",中性
"选中2.0而没有买其他配置的原因很多,回过头来,即使今天让我重新选择,我还是会选这个配置,觉得性价比更高一点.另外,你说的高配,并不包含灯光系统,2.5排量以上的森林人用的是LED灯,厂家和改装厂吹嘘LED是高端灯光,个人觉得,这完全是忽悠老百姓,LED发光原理决定了它不适用汽车照明.    ",正向
"途观l配置是硬伤,智享不智能,1.8的连天窗都没有,搞笑了    ",负向
